"Страна";"Город";"Дата";"Индекс"
Россия;Павловский Посад;30.03.2020;3.2
Россия;Саратов;31.08.2020;1.1
Россия;Геленджик;19.04.2020;3.6
Россия;Набережные Челны;26.05.2020;1.1
Россия;Владикавказ;18.09.2020;1
Россия;Грозный;18.04.2020;4.1
Россия;Мичуринск;27.08.2020;1.5
Россия;Краснотурьинск;20.07.2020;1.7
Россия;Каменск-Шахтинский;10.05.2020;3.4
Россия;Ульяновск;07.08.2020;1.1
Россия;Арсеньев;04.03.2020;1
Россия;Искитим;09.04.2020;2.5
Россия;Владивосток;10.06.2020;0.9
Россия;Томск;23.02.2020;2.8
Россия;Красноярск;23.05.2020;2.1
Россия;Иваново;13.07.2020;0.8
Россия;Усть-Илимск;10.08.2020;1.5
Россия;Уфа;22.04.2020;2.7
Россия;Орехово-Зуево;25.05.2020;2.2
Россия;Черкесск;10.06.2020;1.9
Россия;Будённовск;18.09.2020;1.2
Россия;Ейск;17.03.2020;1.2
Россия;Видное;26.07.2020;1.8
Россия;Ишимбай;13.08.2020;1.9
Россия;Королёв;17.09.2020;1.4
Россия;Хасавюрт;18.05.2020;2.8
Россия;Салават;20.03.2020;1.5
Россия;Энгельс;10.07.2020;1.3
Россия;Арзамас;26.07.2020;2.4
Россия;Орёл;01.08.2020;2.3
Россия;Волгодонск;17.05.2020;3.1
Россия;Вязьма;19.03.2020;1.7
Россия;Щелково;26.05.2020;2
Россия;Кстово;16.04.2020;2.4
Россия;Балашиха;02.06.2020;2.4
Россия;Курск;11.08.2020;1.2
Россия;Челябинск;09.04.2020;2.7
Россия;Избербаш;18.05.2020;3.3
Россия;Пушкин;25.09.2020;0.5
Россия;Крымск;04.03.2020;0.9
Россия;Колпино;10.03.2020;1.1
Россия;Электросталь;02.09.2020;1.2
Россия;Чита;21.07.2020;1.1
Россия;Йошкар-Ола;13.05.2020;1.8
Россия;Ачинск;01.03.2020;2.9
Россия;Рубцовск;24.06.2020;2.3
Россия;Железногорск;14.04.2020;2.95
Россия;Гуково;29.08.2020;2.5
Россия;Лениногорск;13.07.2020;1.9
Россия;Жигулёвск;20.07.2020;1.6
Россия;Лобня;19.03.2020;2.1
Россия;Дзержинск;18.04.2020;3.5
Россия;Канск;13.06.2020;1.8
Россия;Нальчик;26.06.2020;1.4
Россия;Клин;25.04.2020;3.1
Россия;Керчь;15.09.2020;1.7
Россия;Мытищи;21.07.2020;0.9
Россия;Алексин;03.07.2020;1.5
Россия;Ухта;01.08.2020;2.5
Россия;Новосибирск;28.02.2020;0.7
Россия;Подольск;23.03.2020;1.9
Россия;Ставрополь;08.07.2020;1
Россия;Волжск;18.05.2020;1.7
Россия;Находка;12.07.2020;2.5
Россия;Архангельск;24.04.2020;2.7
Россия;Ступино;16.03.2020;1
Россия;Бугульма;09.07.2020;1.6
Россия;Армавир;23.05.2020;2.6
Россия;Южно-Сахалинск;11.06.2020;0.6
Россия;Сальск;13.03.2020;0.8
Россия;Кострома;02.06.2020;1.3
Россия;Тихорецк;16.06.2020;1.3
Россия;Ростов-на-Дону;23.07.2020;0.9
Россия;Екатеринбург;25.06.2020;1
Россия;Мелеуз;27.02.2020;1.9
Россия;Мытищи;02.04.2020;3.4
Россия;Клин;18.09.2020;0.8
Россия;Керчь;26.04.2020;4
Россия;Кропоткин;28.05.2020;1.7
Россия;Лобня;12.08.2020;2
Россия;Жигулёвск;25.02.2020;1.8
Россия;Дзержинск;07.09.2020;1
Россия;Рубцовск;06.03.2020;1.4
Россия;Ачинск;19.06.2020;1.5
Россия;Лениногорск;08.04.2020;3.3
Россия;Гуково;07.05.2020;2.7
Россия;Железногорск;02.08.2020;3
Россия;Невинномысск;14.06.2020;2.6
Россия;Электросталь;11.05.2020;3.1
Россия;Нальчик;22.03.2020;2.6
Россия;Алексин;29.03.2020;3.1
Россия;Чита;02.04.2020;3.2
Россия;Йошкар-Ола;31.08.2020;0.7
Россия;Сальск;01.07.2020;2.3
Россия;Новосибирск;06.08.2020;0.8
Россия;Мелеуз;18.07.2020;2.5
Россия;Ростов-на-Дону;31.03.2020;3.1
Россия;Екатеринбург;03.03.2020;0.4
Россия;Клинцы;15.06.2020;1.7
Россия;Альметьевск;31.07.2020;2.2
Россия;Сибай;10.07.2020;1.9
Россия;Подольск;16.08.2020;2.5
Россия;Армавир;27.08.2020;1.2
Россия;Ступино;20.06.2020;1.6
Россия;Находка;07.04.2020;2.5
Россия;Ухта;09.04.2020;3.5
Россия;Саратов;27.05.2020;1.5
Россия;Усть-Илимск;21.03.2020;2.9
Россия;Арсеньев;26.06.2020;1.5
Россия;Грозный;25.09.2020;0.8
Россия;Томск;14.07.2020;0.9
Россия;Краснокаменск;15.07.2020;2.4
Россия;Искитим;14.07.2020;1.3
Россия;Наро-Фоминск;25.05.2020;1.8
Россия;Калининград;02.05.2020;3.1
Россия;Владикавказ;14.06.2020;2.7
Россия;Мичуринск;09.05.2020;2.7
Россия;Снежинск;26.05.2020;2
Россия;Нижневартовск;16.07.2020;1.1
Россия;Краснотурьинск;25.02.2020;1.6
Россия;Ульяновск;18.03.2020;1.2
Россия;Владивосток;14.09.2020;0.9
Россия;Каменск-Шахтинский;01.09.2020;1.4
Россия;Уфа;29.09.2020;0.7
Россия;Биробиджан;25.06.2020;1.5
Россия;Когалым;08.05.2020;2.2
Россия;Павловский Посад;19.08.2020;1.5
Россия;Иваново;08.04.2020;2.7
Россия;Геленджик;08.09.2020;1
Россия;Салават;24.06.2020;2.4
Россия;Кстово;09.09.2020;0.9
Россия;Королёв;13.06.2020;2.7
Россия;Курск;22.03.2020;3
Россия;Энгельс;05.04.2020;3.7
Россия;Пушкин;03.06.2020;1.4
Россия;Челябинск;01.08.2020;1.9
Россия;Ишимбай;06.03.2020;1.4
Россия;Михайловск;20.05.2020;2.4
Россия;Крымск;26.06.2020;1.3
Россия;Орёл;09.04.2020;2.5
Россия;Щелково;30.08.2020;2.4
Россия;Волгодонск;04.09.2020;1.3
Россия;Вязьма;12.08.2020;1.8
Россия;Черкесск;28.09.2020;1.1
Россия;Будённовск;25.04.2020;3.1
Россия;Ейск;06.08.2020;1.8
Россия;Видное;07.04.2020;2.8
Россия;Колпино;17.08.2020;1.3
Россия;Орск;30.07.2020;1.9
Россия;Азов;24.03.2020;1.4
Россия;Артём;04.04.2020;3.2
Россия;Тюмень;01.08.2020;1.8
Россия;Бор;11.03.2020;0.8
Россия;Белебей;18.07.2020;2.5
Россия;Пенза;07.06.2020;2.6
Россия;Сочи;26.05.2020;1.8
Россия;Абакан;25.03.2020;0.8
Россия;Анапа;03.07.2020;0.8
Россия;Губкин;24.04.2020;2.6
Россия;Новокуйбышевск;02.03.2020;1.3
Россия;Дубна;01.05.2020;3
Россия;Симферополь;25.04.2020;3.5
Россия;Выкса;24.03.2020;1
Россия;Михайловка;10.03.2020;0.7
Россия;Ржев;04.08.2020;1.6
Россия;Чапаевск;27.07.2020;2
Россия;Старый Оскол;02.04.2020;3.4
Россия;Прокопьевск;01.04.2020;2.8
Россия;Троицк;09.04.2020;2.8
Россия;Благовещенск;15.09.2020;0.5
Россия;Березники;11.05.2020;2.8
Россия;Чебоксары;25.04.2020;3.2
Россия;Майкоп;24.09.2020;0.8
Россия;Красногорск;24.09.2020;0.9
Россия;Краснокамск;29.09.2020;1.3
Россия;Елабуга;23.08.2020;2.5
Россия;Самара;03.06.2020;1.1
Россия;Барнаул;20.04.2020;2.1
Россия;Кузнецк;09.09.2020;1
Россия;Нягань;27.07.2020;1.7
Россия;Сызрань;21.03.2020;2.6
Россия;Нижний Тагил;06.03.2020;1.2
Россия;Дзержинский;26.09.2020;1.8
Россия;Омск;25.05.2020;1.6
Россия;Шуя;13.06.2020;2.2
Россия;Новочеркасск;01.08.2020;2.7
Россия;Балашов;27.06.2020;2.2
Россия;Черногорск;08.07.2020;1.8
Россия;Кемерово;03.07.2020;0.5
Россия;Москва;26.06.2020;0.6
Россия;Верхняя Пышма;23.07.2020;1.4
Россия;Петрозаводск;22.07.2020;1.3
Россия;Московский;15.03.2020;3.1
Россия;Краснодар;20.05.2020;1.8
Россия;Борисоглебск;07.04.2020;3
Россия;Саров;29.08.2020;2.8
Россия;Иркутск;03.05.2020;2.9
Россия;Ярославль;02.09.2020;0.8
Россия;Междуреченск;06.04.2020;2.8
Россия;Копейск;04.05.2020;2.5
Россия;Хабаровск;02.04.2020;2.6
Россия;Димитровград;07.06.2020;2.6
Россия;Севастополь;09.06.2020;1.8
Россия;Лесосибирск;27.03.2020;2.1
Россия;Казань;09.06.2020;0.7
Россия;Камышин;20.08.2020;1.8
Россия;Сарапул;14.07.2020;1.1
Россия;Курган;07.05.2020;1.4
Россия;Череповец;02.08.2020;2.6
Россия;Воскресенск;09.03.2020;2.6
Россия;Североморск;29.07.2020;2.2
Россия;Россошь;24.04.2020;2.8
Россия;Ногинск;28.07.2020;0.9
Россия;Саранск;23.09.2020;0.7
Россия;Курск;13.04.2020;2.5
Россия;Балашиха;30.09.2020;1.5
Россия;Кстово;30.08.2020;2.1
Россия;Лабинск;23.08.2020;2.4
Россия;Крымск;18.07.2020;2.1
Россия;Михайловск;11.06.2020;2
Россия;Челябинск;07.08.2020;0.9
Россия;Пушкин;28.05.2020;1.6
Россия;Видное;28.03.2020;2.4
Россия;Магадан;27.08.2020;0.8
Россия;Узловая;08.06.2020;1.8
Россия;Ейск;31.07.2020;1.7
Россия;Будённовск;05.05.2020;2.9
Россия;Кинешма;07.09.2020;1.5
Россия;Орёл;18.03.2020;0.9
Россия;Вязьма;02.08.2020;2.7
Россия;Волгодонск;14.09.2020;1.4
Россия;Краснокаменск;19.06.2020;2.3
Россия;Томск;22.06.2020;1.1
Россия;Арсеньев;18.07.2020;2.2
Россия;Наро-Фоминск;16.06.2020;1
Россия;Усть-Илимск;12.04.2020;3.5
Россия;Батайск;03.03.2020;1.1
Россия;Туймазы;30.03.2020;3.1
Россия;Павловский Посад;28.07.2020;1.6
Россия;Обнинск;10.05.2020;2.9
Россия;Биробиджан;17.07.2020;1.2
Россия;Геленджик;02.09.2020;1.1
Россия;Набережные Челны;23.09.2020;0.7
Россия;Ангарск;23.02.2020;2.9
Россия;Каменск-Шахтинский;07.09.2020;1.5
Россия;Ульяновск;09.04.2020;2.7
Россия;Краснотурьинск;06.03.2020;1.4
Россия;Нижневартовск;20.06.2020;2.2
Россия;Снежинск;05.06.2020;1.9
Россия;Мичуринск;29.04.2020;2.3
Россия;Сибай;04.07.2020;2.3
Россия;Рыбинск;22.06.2020;1.4
Россия;Александров;13.09.2020;2.2
Россия;Бугульма;11.03.2020;1.1
Россия;Кострома;30.09.2020;0.9
Россия;Сальск;11.07.2020;2.3
Россия;Клинцы;24.05.2020;3.1
Россия;Пушкино;18.06.2020;1
Россия;Екатеринбург;26.02.2020;0.4
Россия;Ростов-на-Дону;25.03.2020;1
Россия;Мелеуз;26.06.2020;1.7
Россия;Ухта;18.03.2020;1.8
Россия;Ставрополь;10.03.2020;0.5
Россия;Павлово;18.07.2020;2.2
Россия;Подольск;21.07.2020;1.4
Россия;Новоалтайск;23.03.2020;1.8
Россия;Кропоткин;03.06.2020;1.7
Россия;Дзержинск;01.09.2020;1
Россия;Жигулёвск;06.03.2020;1.6
Россия;Лобня;02.08.2020;2.6
Россия;Клин;23.08.2020;2
Россия;Керчь;02.05.2020;3.5
Россия;Мытищи;23.03.2020;1.5
Россия;Невинномысск;19.05.2020;2
Россия;Электросталь;19.04.2020;4.1
Россия;Йошкар-Ола;10.09.2020;0.7
Россия;Новокузнецк;26.07.2020;2.6
Россия;Чита;23.03.2020;1
Россия;Октябрьский;10.09.2020;1.4
Россия;Ачинск;15.07.2020;1.5
Россия;Рубцовск;25.02.2020;1.6
Россия;Железногорск;12.08.2020;1.65
Россия;Гуково;01.05.2020;3.1
Россия;Междуреченск;27.03.2020;2
Россия;Ярославль;08.09.2020;0.8
Россия;Борисоглебск;28.03.2020;2.6
Россия;Новоуральск;11.04.2020;3.6
Россия;Саров;20.09.2020;3.5
Россия;Казань;30.05.2020;1.6
Россия;Воркута;27.05.2020;2.3
Россия;Череповец;12.08.2020;1.3
Россия;Курган;01.05.2020;2.8
Россия;Бузулук;14.05.2020;2
Россия;Люберцы;16.08.2020;2.3
Россия;Димитровград;01.06.2020;1.4
Россия;Хабаровск;23.03.2020;0.9
Россия;Дмитров;06.04.2020;2.9
Россия;Ленинск-Кузнецкий;30.09.2020;1.3
Россия;Омск;16.06.2020;1.2
Россия;Черногорск;28.06.2020;3
Россия;Новочеркасск;07.08.2020;1.7
Россия;Шали;23.09.2020;1.7
Россия;Стерлитамак;02.09.2020;1.4
Россия;Нижний Тагил;25.02.2020;1.3
Россия;Краснодар;11.06.2020;1.2
Россия;Московский;10.04.2020;3.5
Россия;Петрозаводск;17.08.2020;1.2
Россия;Кемерово;09.07.2020;0.9
Россия;Комсомольск-на-Амуре;27.04.2020;2.3
Россия;Москва;18.07.2020;1.6
Россия;Верхняя Пышма;14.08.2020;1.2
Россия;Благовещенск;24.08.2020;0.9
Россия;Троицк;18.03.2020;1.25
Россия;Чебоксары;05.05.2020;2.5
Россия;Березники;19.04.2020;3.7
Россия;Коломна;28.03.2020;2.7
Россия;Старый Оскол;23.03.2020;1.6
Россия;Чапаевск;18.08.2020;1.8
Россия;Железнодорожный;11.04.2020;3.7
Россия;Самара;28.05.2020;1.2
Россия;Домодедово;24.09.2020;1
Россия;Нягань;18.08.2020;1.8
